dataset_id_1,column_name_1,dataset_id_2,column_name_2,score,method
yvxd-uipr,,esmy-s8q5,,0.8378,embedding
yvxd-uipr,,82zj-84is,,0.9164,embedding
yvxd-uipr,,gfej-by6h,,0.9309,embedding
yvxd-uipr,,pdiy-9ae5,,0.8563,embedding
yvxd-uipr,,cr93-x2xf,,0.8911,embedding
yvxd-uipr,,uh2s-ftgh,,0.8899,embedding
yvxd-uipr,,5vi6-xdpy,,0.9194,embedding
yvxd-uipr,,vn4m-mk4t,,0.9078,embedding
yvxd-uipr,,pc34-d3sx,,0.9165,embedding
yvxd-uipr,,8isn-pgv3,,0.7734,embedding
yvxd-uipr,,w8dz-xpjh,,0.9344,embedding
yvxd-uipr,,mu46-p9is,,0.8743,embedding
yvxd-uipr,,cqc8-am9x,,0.7976,embedding
yvxd-uipr,,y5rm-wagw,,0.7837,embedding
yvxd-uipr,,a4qt-mpr5,,0.9202,embedding
yvxd-uipr,,frre-6z6q,,0.8215,embedding
yvxd-uipr,,qxbt-vysj,,0.8105,embedding
yvxd-uipr,,sqcr-6mww,,0.8717,embedding
yvxd-uipr,,kuxa-tauh,,0.8702,embedding
yvxd-uipr,,2bsr-c6qq,,0.8608,embedding
yvxd-uipr,,quxm-hmyr,,0.9213,embedding
yvxd-uipr,,sp4a-vevi,,0.8424,embedding
yvxd-uipr,,ayeb-p4mv,,0.9571,embedding
yvxd-uipr,,242c-ru4i,,0.8965,embedding
yvxd-uipr,,u553-m549,,0.8572,embedding
yvxd-uipr,,g9jx-npbk,,0.8419,embedding
yvxd-uipr,,9hxz-c2kj,,0.906,embedding
yvxd-uipr,,76ig-c548,,0.8863,embedding
yvxd-uipr,,cwy2-px8b,,0.9151,embedding
yvxd-uipr,,9z9b-6hvk,,0.9198,embedding
yvxd-uipr,,hxbk-grd3,,0.8418,embedding
yvxd-uipr,,xw3j-2yxf,,0.9137,embedding
yvxd-uipr,,r528-jcks,,0.7983,embedding
yvxd-uipr,,8eux-rfe8,,0.7635,embedding
yvxd-uipr,,xeqp-qz8h,,0.7965,embedding
yvxd-uipr,,dy27-rrad,,0.9154,embedding
yvxd-uipr,,ibs4-k445,,0.9404,embedding
yvxd-uipr,,t4kb-prwp,,0.7834,embedding
yvxd-uipr,,cm6g-t7ye,,0.8892,embedding
yvxd-uipr,,nk7g-qeep,,0.851,embedding
yvxd-uipr,,483x-fy9e,,0.8269,embedding
yvxd-uipr,,6anw-twe4,,0.8607,embedding
yvxd-uipr,,8kuj-2n3u,,0.8118,embedding
yvxd-uipr,,f264-qcv3,,0.939,embedding
yvxd-uipr,,8fei-z6rz,,0.8079,embedding
yvxd-uipr,,bheb-sjfi,,0.8953,embedding
yvxd-uipr,,gkgs-za6m,,0.9231,embedding
yvxd-uipr,,bf97-mjsy,,0.9152,embedding
yvxd-uipr,,kyvb-rbwd,,0.7673,embedding
yvxd-uipr,,buk3-3qpr,,0.8239,embedding
yvxd-uipr,,b4mf-rg6h,,0.7664,embedding
yvxd-uipr,,vyk9-wyct,,0.7857,embedding
yvxd-uipr,,2pmt-skyq,,0.7866,embedding
yvxd-uipr,,2w2g-fk3i,,0.838,embedding
yvxd-uipr,,3r2x-bnmj,,0.7785,embedding
yvxd-uipr,,wycc-5aqt,,0.867,embedding
yvxd-uipr,,qm5f-frjb,,0.8788,embedding
yvxd-uipr,,rear-wh5i,,0.8926,embedding
yvxd-uipr,,i595-2byq,,0.9155,embedding
yvxd-uipr,,7t9i-jsfp,,0.7646,embedding
yvxd-uipr,,did2-qzw3,,0.8269,embedding
yvxd-uipr,,itd7-gx3g,,0.875,embedding
yvxd-uipr,,im9z-53hg,,0.8351,embedding
yvxd-uipr,,uzcy-9puk,,0.8717,embedding
yvxd-uipr,,hyur-qpyf,,0.8841,embedding
yvxd-uipr,,56u5-n9sa,,0.9309,embedding
yvxd-uipr,,x4ud-jhxu,,0.8946,embedding
yvxd-uipr,,5694-9szk,,0.908,embedding
yvxd-uipr,,edk2-vkjh,,0.927,embedding
yvxd-uipr,,w49t-5gha,,0.8802,embedding
yvxd-uipr,,ghu2-eden,,0.8291,embedding
yvxd-uipr,,d83i-6us7,,0.9298,embedding
yvxd-uipr,,mk9u-qu7i,,0.842,embedding
yvxd-uipr,,592z-n7dk,,0.8071,embedding
yvxd-uipr,,5ziv-wcy4,,0.8092,embedding
yvxd-uipr,,xhvt-s4va,,0.8221,embedding
yvxd-uipr,,exsg-kpya,,0.9007,embedding
yvxd-uipr,,k65y-fzgq,,0.8656,embedding
yvxd-uipr,,uxsz-6j5j,,0.8866,embedding
yvxd-uipr,,48pb-zy2g,,0.9191,embedding
yvxd-uipr,,feuq-due4,,0.7959,embedding
yvxd-uipr,,8wi4-bsy4,,0.9379,embedding
yvxd-uipr,,bvna-6j7v,,0.9559,embedding
yvxd-uipr,,cpcm-i88g,,0.9116,embedding
yvxd-uipr,,uf93-f8nk,,0.8108,embedding
yvxd-uipr,,sxmw-f24h,,0.8717,embedding
yvxd-uipr,,56e3-rp8d,,0.8081,embedding
yvxd-uipr,,hy4q-igkk,,0.8717,embedding
yvxd-uipr,,xpbf-ithr,,0.8969,embedding
yvxd-uipr,,2z24-2htf,,0.8682,embedding
yvxd-uipr,,3gkd-ddzn,,0.9519,embedding
yvxd-uipr,,aiww-p3af,,0.8717,embedding
yvxd-uipr,,shpd-5q9m,,0.8985,embedding
yvxd-uipr,,tfbb-gszk,,0.9174,embedding
yvxd-uipr,,yhdx-itry,,0.8707,embedding
yvxd-uipr,,qrb4-aqtx,,0.9259,embedding
yvxd-uipr,,ufxk-pq9j,,0.9146,embedding
yvxd-uipr,,3bkg-usya,,0.8727,embedding
yvxd-uipr,,fn6f-htvy,,0.7763,embedding
yvxd-uipr,,kcqe-vnci,,0.7706,embedding
yvxd-uipr,,a94k-kjys,,0.8818,embedding
yvxd-uipr,,sh4i-rsb8,,0.7512,embedding
yvxd-uipr,,mf9g-zhbw,,0.895,embedding
yvxd-uipr,,augs-s4dd,,0.7646,embedding
yvxd-uipr,,gy3q-4tzp,,0.8857,embedding
yvxd-uipr,,5npv-j6gn,,0.8901,embedding
yvxd-uipr,,c292-vzrn,,0.8293,embedding
yvxd-uipr,,tzuk-eq2f,,0.7501,embedding
yvxd-uipr,,esmb-8zkm,,0.8164,embedding
yvxd-uipr,,6qs8-44ki,,0.8277,embedding
yvxd-uipr,,xrwg-eczf,,0.8711,embedding
yvxd-uipr,,bug8-9f3g,,0.8185,embedding
yvxd-uipr,,sejx-2gn3,,0.8343,embedding
yvxd-uipr,,98wc-x49t,,0.7747,embedding
yvxd-uipr,,a3nt-yts4,,0.8806,embedding
yvxd-uipr,,ybdk-jmnn,,0.9468,embedding
yvxd-uipr,,p8i7-ix2s,,0.8272,embedding
yvxd-uipr,,78sp-6jhj,,0.7938,embedding
yvxd-uipr,,pwts-g83w,,0.8877,embedding
yvxd-uipr,,rsnd-bbih,,0.9106,embedding
yvxd-uipr,,r465-fr2q,,0.8743,embedding
yvxd-uipr,,br6q-ssj3,,0.788,embedding
yvxd-uipr,,97zg-4p9t,,0.8697,embedding
yvxd-uipr,,bbtf-6p3c,,0.8721,embedding
yvxd-uipr,,5dck-9m6g,,0.7856,embedding
yvxd-uipr,,37it-gmcp,,0.7905,embedding
yvxd-uipr,,qy7q-cb9e,,0.9084,embedding
yvxd-uipr,,5ar6-qxhs,,0.8731,embedding
yvxd-uipr,,6pwv-zmgh,,0.8024,embedding
yvxd-uipr,,b4dv-8mq4,,0.8462,embedding
yvxd-uipr,,xphq-immx,,0.9027,embedding
yvxd-uipr,,h4mf-f24e,,0.9092,embedding
yvxd-uipr,,9umc-3b2y,,0.9032,embedding
yvxd-uipr,,iaig-3vs5,,0.8649,embedding
yvxd-uipr,,mebz-ditc,,0.7563,embedding
yvxd-uipr,,cmni-fvnx,,0.8314,embedding
yvxd-uipr,,urzf-q2g5,,0.8459,embedding
yvxd-uipr,,rma9-fm39,,0.8946,embedding
yvxd-uipr,,p5md-weyf,,0.9169,embedding
yvxd-uipr,,d54t-ywim,,0.804,embedding
yvxd-uipr,,68k5-hdzw,,0.7501,embedding
yvxd-uipr,,ivbu-e2q7,,0.7673,embedding
yvxd-uipr,,8s5k-n45n,,0.8113,embedding
yvxd-uipr,,hv9n-xgy4,,0.8449,embedding
yvxd-uipr,,8kiv-2ukd,,0.7673,embedding
yvxd-uipr,,xggi-kgx9,,0.9298,embedding
yvxd-uipr,,pfn4-vjwr,,0.9561,embedding
yvxd-uipr,,msid-end4,,0.7722,embedding
yvxd-uipr,,xesp-yqsx,,0.7682,embedding
yvxd-uipr,,ig76-wwag,,0.876,embedding
yvxd-uipr,,t474-a92g,,0.759,embedding
yvxd-uipr,,v8i9-yfpr,,0.8993,embedding
yvxd-uipr,,nibs-na6y,,0.7608,embedding
yvxd-uipr,,67g2-p84d,,0.8115,embedding
yvxd-uipr,,2er2-jqsx,,0.9254,embedding
yvxd-uipr,,c5iv-bn4s,,0.7711,embedding
yvxd-uipr,,jr6f-nsuv,,0.8575,embedding
yvxd-uipr,,t4re-ksn6,,0.7591,embedding
yvxd-uipr,,cfzn-4iza,,0.7777,embedding
yvxd-uipr,,tvfr-dhen,,0.8414,embedding
yvxd-uipr,,66yh-nemi,,0.8964,embedding
yvxd-uipr,,qxzj-vkn2,,0.7738,embedding
yvxd-uipr,,bjmk-35w5,,0.7594,embedding
yvxd-uipr,,m4ph-grrm,,0.8159,embedding
yvxd-uipr,,auuc-fqzi,,0.9492,embedding
yvxd-uipr,,xqmg-7z3j,,0.8251,embedding
yvxd-uipr,,ckaz-6gaa,,0.8546,embedding
yvxd-uipr,,8gpu-s594,,0.8898,embedding
yvxd-uipr,,cfz5-6fvh,,0.7802,embedding
yvxd-uipr,,2hrw-qfsu,,0.7554,embedding
yvxd-uipr,,tkzt-zfpz,,0.851,embedding
yvxd-uipr,,eyb2-p5s8,,0.8678,embedding
yvxd-uipr,,f72e-3i4c,,0.8934,embedding
yvxd-uipr,,3spy-rjpw,,0.9082,embedding
yvxd-uipr,,xip9-pe9k,,0.77,embedding
yvxd-uipr,,9f5n-qdib,,0.8875,embedding
yvxd-uipr,,fp78-wt5b,,0.7932,embedding
yvxd-uipr,,7su9-xgtn,,0.9075,embedding
yvxd-uipr,,i2y3-sx2e,,0.7691,embedding
yvxd-uipr,,x56h-7iwp,,0.7622,embedding
yvxd-uipr,,uebm-cmjr,,0.7574,embedding
yvxd-uipr,,8z5h-tzdr,,0.8969,embedding
yvxd-uipr,,ayx3-dixq,,0.7522,embedding
yvxd-uipr,,29km-avyc,,0.7984,embedding
yvxd-uipr,,mvte-j9h9,,0.8613,embedding
yvxd-uipr,,yiqb-mq9h,,0.8013,embedding
yvxd-uipr,,i642-2fxq,,0.7984,embedding
yvxd-uipr,,hxx3-bwgv,,0.8372,embedding
yvxd-uipr,,yj3u-pw36,,0.9412,embedding
yvxd-uipr,,i5n2-q8ck,,0.7587,embedding
yvxd-uipr,,tsy7-gcm8,,0.9244,embedding
yvxd-uipr,,jup5-7fik,,0.8245,embedding
yvxd-uipr,,p36g-evi5,,0.8512,embedding
yvxd-uipr,,mdgu-ar69,,0.9241,embedding
yvxd-uipr,,gnyq-kf2y,,0.8395,embedding
yvxd-uipr,,yv4m-nu6d,,0.9403,embedding
yvxd-uipr,,jign-uhe6,,0.9118,embedding
yvxd-uipr,,kpjg-ubxi,,0.7855,embedding
yvxd-uipr,,e7es-jx5j,,0.8853,embedding
yvxd-uipr,,3m3d-zzwn,,0.7835,embedding
yvxd-uipr,,7a57-qgkz,,0.7951,embedding
yvxd-uipr,,8kvz-b7tv,,0.8226,embedding
yvxd-uipr,,yunp-vs8g,,0.8816,embedding
yvxd-uipr,,xs5m-jrpm,,0.82,embedding
yvxd-uipr,,rytv-g5ui,,0.824,embedding
yvxd-uipr,,xxjs-y9yk,,0.946,embedding
yvxd-uipr,,e7gc-ub6z,,0.8258,embedding
yvxd-uipr,,u7wp-np5k,,0.8731,embedding
yvxd-uipr,,gk83-aa6y,,0.8944,embedding
yvxd-uipr,,4zdr-zwdi,,0.9403,embedding
yvxd-uipr,,922w-z7da,,0.8442,embedding
yvxd-uipr,,tcwb-nry3,,0.7626,embedding
yvxd-uipr,,kwss-yksz,,0.9041,embedding
yvxd-uipr,,inb9-u6nt,,0.8124,embedding
yvxd-uipr,,fpeh-f7ci,,0.918,embedding
yvxd-uipr,,wyj6-frpa,,0.8993,embedding
yvxd-uipr,,3vyj-dkjt,,0.8892,embedding
yvxd-uipr,,vxms-daea,,0.7504,embedding
yvxd-uipr,,qjvp-rnsx,,0.9138,embedding
yvxd-uipr,,tcj7-bhry,,0.9014,embedding
yvxd-uipr,,83z6-smyr,,0.8968,embedding
yvxd-uipr,,yqhh-93zq,,0.7626,embedding
yvxd-uipr,,vnz6-h2k4,,0.8484,embedding
yvxd-uipr,,9y58-8zvz,,0.7887,embedding
yvxd-uipr,,af2s-4k4p,,0.8246,embedding
yvxd-uipr,,6njb-jmjq,,0.8342,embedding
yvxd-uipr,,8zxg-9a5c,,0.7596,embedding
yvxd-uipr,,dtmw-avzj,,0.9386,embedding
yvxd-uipr,,bdha-6eqy,,0.7992,embedding
yvxd-uipr,,n9yn-6q3f,,0.7773,embedding
yvxd-uipr,,8532-9v5k,,0.8853,embedding
yvxd-uipr,,pvxf-9irb,,0.9053,embedding
yvxd-uipr,,k84j-firu,,0.8966,embedding
yvxd-uipr,,t5w8-y8xf,,0.766,embedding
yvxd-uipr,,cgcg-w2ys,,0.7738,embedding
yvxd-uipr,,yqky-aebb,,0.9181,embedding
yvxd-uipr,,6wee-b7wf,,0.8905,embedding
yvxd-uipr,,vmfm-wic2,,0.9073,embedding
yvxd-uipr,,w38c-pyzq,,0.8946,embedding
yvxd-uipr,,vgmz-py3h,,0.8337,embedding
yvxd-uipr,,855v-w7mc,,0.9417,embedding
yvxd-uipr,,mmvm-mvi3,,0.7786,embedding
yvxd-uipr,,brsj-szf5,,0.8314,embedding
yvxd-uipr,,is5y-7g3y,,0.8412,embedding
yvxd-uipr,,wkij-g2bh,,0.8705,embedding
yvxd-uipr,,fzy4-e84j,,0.8828,embedding
yvxd-uipr,,tzsf-n2j8,,0.9227,embedding
yvxd-uipr,,32rn-zwi7,,0.9049,embedding
yvxd-uipr,,xeg2-veq2,,0.7522,embedding
yvxd-uipr,,2td3-mfek,,0.924,embedding
yvxd-uipr,,a8si-arxu,,0.7522,embedding
yvxd-uipr,,n88k-5bs4,,0.7522,embedding
yvxd-uipr,,eubv-y6cr,,0.8113,embedding
yvxd-uipr,,4e9g-bgra,,0.7522,embedding
yvxd-uipr,,2t89-756w,,0.7947,embedding
yvxd-uipr,,mhyv-6iza,,0.8728,embedding
yvxd-uipr,,efzr-wfp2,,0.7522,embedding
yvxd-uipr,,k3sr-iysq,,0.8581,embedding
yvxd-uipr,,xvww-awjk,,0.8582,embedding
yvxd-uipr,,2juy-aj8e,,0.7737,embedding
yvxd-uipr,,8xru-fryn,,0.8473,embedding
yvxd-uipr,,mc7h-evz7,,0.8319,embedding
yvxd-uipr,,gxfj-gcr2,,0.9122,embedding
yvxd-uipr,,7wa7-cvt5,,0.9216,embedding
yvxd-uipr,,aaqu-mkmi,,0.8121,embedding
yvxd-uipr,,gtdx-4w36,,0.7536,embedding
yvxd-uipr,,xpi5-cr5b,,0.794,embedding
yvxd-uipr,,wn4z-dw55,,0.9304,embedding
yvxd-uipr,,kb2e-tjy3,,0.8775,embedding
yvxd-uipr,,g5fd-8j6i,,0.8095,embedding
yvxd-uipr,,ejux-uh6h,,0.7752,embedding
yvxd-uipr,,48wd-x25j,,0.7743,embedding
yvxd-uipr,,tm9k-c4na,,0.9159,embedding
yvxd-uipr,,pxkn-awzt,,0.8288,embedding
7mxj-7a6y,,855j-jady,,0.8472,embedding
7mxj-7a6y,,a5td-mswe,,1.0,embedding
7mxj-7a6y,,c284-tqph,,1.0,embedding
7mxj-7a6y,,5ery-qagt,,0.7533,embedding
7mxj-7a6y,,p7t3-5i9s,,1.0,embedding
7mxj-7a6y,,869v-vr48,,1.0,embedding
7mxj-7a6y,,kvfd-bves,,1.0,embedding
7mxj-7a6y,,upii-frjc,,0.8204,embedding
7mxj-7a6y,,76ig-c548,,0.7541,embedding
7mxj-7a6y,,bf97-mjsy,,0.7657,embedding
7mxj-7a6y,,wycc-5aqt,,0.7593,embedding
7mxj-7a6y,,dntt-gqwq,,0.7613,embedding
7mxj-7a6y,,m5vz-tzqv,,1.0,embedding
7mxj-7a6y,,rytv-g5ui,,0.7641,embedding
7mxj-7a6y,,wyj6-frpa,,0.7588,embedding
7mxj-7a6y,,8zf9-spf8,,1.0,embedding
veav-vj3r,,3qem-6v3v,,0.8672,embedding
veav-vj3r,,dwrg-kzni,,0.7615,embedding
x3bb-kg5j,,w76s-c5u4,,0.7698,embedding
x3bb-kg5j,,xc44-2jrh,,0.9834,embedding
x3bb-kg5j,,bheb-sjfi,,0.7621,embedding
x3bb-kg5j,,7u63-ib3x,,0.8572,embedding
x3bb-kg5j,,56e3-rp8d,,0.773,embedding
x3bb-kg5j,,wed3-5i35,,0.864,embedding
x3bb-kg5j,,xuid-t5nk,,0.8558,embedding
x3bb-kg5j,,6pwv-zmgh,,0.7627,embedding
x3bb-kg5j,,guiy-frxt,,0.7608,embedding
x3bb-kg5j,,46g3-savk,,0.9561,embedding
x3bb-kg5j,,3y5p-x48f,,0.9561,embedding
x3bb-kg5j,,64pa-8bza,,0.864,embedding
x3bb-kg5j,,auj6-ur3j,,0.7554,embedding
x3bb-kg5j,,xffd-vsgf,,0.8548,embedding
x3bb-kg5j,,c6ph-pcpz,,0.7604,embedding
x3bb-kg5j,,kpjg-ubxi,,0.7767,embedding
x3bb-kg5j,,xwxx-rnki,,0.9561,embedding
x3bb-kg5j,,wpqj-3buw,,0.9561,embedding
x3bb-kg5j,,mcti-yg8i,,0.7518,embedding
x3bb-kg5j,,pffu-gbfi,,0.9561,embedding
x3bb-kg5j,,inb9-u6nt,,0.7723,embedding
x3bb-kg5j,,p3r6-jdne,,0.8629,embedding
x3bb-kg5j,,vrku-2kif,,0.8559,embedding
gthc-hcne,,at6q-ktig,,0.8296,embedding
gthc-hcne,,cmjf-yawu,,0.7703,embedding
gthc-hcne,,y76i-bdw7,,0.845,embedding
gthc-hcne,,wmsu-5muw,,0.8514,embedding
gthc-hcne,,ak2e-nbe8,,0.8015,embedding
gthc-hcne,,xn3r-zk6y,,0.8448,embedding
gthc-hcne,,uk9f-6y9n,,0.9166,embedding
gthc-hcne,,f72k-2u3b,,0.843,embedding
gthc-hcne,,m79g-k9r4,,0.775,embedding
gthc-hcne,,27ya-gqtm,,0.7878,embedding
gthc-hcne,,pikk-p9nv,,0.8533,embedding
gthc-hcne,,pjs3-c3z5,,0.7746,embedding
gthc-hcne,,5crt-au7u,,0.9205,embedding
gthc-hcne,,t26j-jbq7,,0.7786,embedding
gthc-hcne,,52n9-sdep,,0.7747,embedding
gthc-hcne,,y6ja-fw4f,,0.7903,embedding
gthc-hcne,,j3u5-usz2,,0.8431,embedding
gthc-hcne,,wrzv-t2c4,,0.8514,embedding
gthc-hcne,,hjz2-y62k,,0.8013,embedding
gthc-hcne,,kcrr-myj9,,0.7963,embedding
gthc-hcne,,7cgt-uhhz,,0.7747,embedding
gthc-hcne,,dpnc-b2hd,,0.8608,embedding
gthc-hcne,,wwxk-38u4,,0.8363,embedding
gthc-hcne,,imfq-nf3j,,0.7512,embedding
gthc-hcne,,epne-qv9x,,0.8074,embedding
gthc-hcne,,bmjq-373p,,0.7975,embedding
gthc-hcne,,i36f-5ih7,,0.7747,embedding
gthc-hcne,,6ak9-vek3,,0.9205,embedding
gthc-hcne,,mkqi-d8x3,,0.8482,embedding
gthc-hcne,,dx24-9ef7,,0.7602,embedding
gthc-hcne,,jsdz-u4b8,,0.8173,embedding
gthc-hcne,,872g-cjhh,,0.8482,embedding
gthc-hcne,,8ugf-3d8u,,0.8323,embedding
gthc-hcne,,wh2p-dxnf,,1.0,embedding
gthc-hcne,,afns-vxeu,,0.8617,embedding
gthc-hcne,,jr73-mxkz,,0.7942,embedding
gthc-hcne,,2qqs-crk2,,0.8644,embedding
gthc-hcne,,68m2-uzcb,,0.8263,embedding
gthc-hcne,,cj2p-e3ej,,0.816,embedding
gthc-hcne,,bqye-aqft,,0.8381,embedding
gthc-hcne,,6dic-zdhf,,0.7865,embedding
gthc-hcne,,cgn7-aehz,,0.8104,embedding
gthc-hcne,,83yx-cgpy,,0.8996,embedding
gthc-hcne,,vhqf-adkz,,0.7988,embedding
gthc-hcne,,ptd9-4c6m,,0.7953,embedding
gthc-hcne,,r9cu-9r7b,,0.7746,embedding
gthc-hcne,,ees7-4ufv,,0.7778,embedding
gthc-hcne,,ue2e-9jm2,,0.7747,embedding
gthc-hcne,,6hbv-tek4,,0.7692,embedding
gthc-hcne,,b7j8-z8a7,,0.7741,embedding
gthc-hcne,,mi5z-t7dx,,0.9654,embedding
gthc-hcne,,p9cw-7gsv,,0.7747,embedding
gthc-hcne,,6uj9-35vn,,0.7747,embedding
gthc-hcne,,xzng-ft6f,,0.8404,embedding
gthc-hcne,,5yfv-9hkp,,0.8398,embedding
gthc-hcne,,dwer-xbgx,,0.7747,embedding
gthc-hcne,,eymt-yinc,,0.8691,embedding
gthc-hcne,,36nr-7fbp,,0.8317,embedding
gthc-hcne,,92m5-3pwp,,0.7858,embedding
gthc-hcne,,y9w2-ph8n,,0.8555,embedding
gthc-hcne,,nymm-wb5m,,0.8398,embedding
gthc-hcne,,qzji-nvbd,,0.8577,embedding
gthc-hcne,,bug9-xeqp,,0.7719,embedding
gthc-hcne,,7igh-afai,,0.7801,embedding
gthc-hcne,,sidw-jf8y,,0.8758,embedding
gthc-hcne,,5n8j-8i2y,,0.7801,embedding
gthc-hcne,,6ztr-wgff,,0.8218,embedding
gthc-hcne,,t3ph-3ztd,,0.8356,embedding
gthc-hcne,,e9rz-c67w,,0.8269,embedding
gthc-hcne,,n2h8-q6ag,,0.834,embedding
gthc-hcne,,35e4-miqd,,0.8431,embedding
gthc-hcne,,4294-fz9s,,0.8617,embedding
gthc-hcne,,y4qz-3s3n,,0.8363,embedding
gthc-hcne,,ux2f-f5fi,,0.8356,embedding
gthc-hcne,,yjgu-spfb,,0.7693,embedding
gthc-hcne,,jyp7-eqhh,,0.8555,embedding
gthc-hcne,,jntv-ngw5,,0.7508,embedding
gthc-hcne,,qssd-iewi,,0.9654,embedding
gthc-hcne,,ht7m-2uh6,,0.7975,embedding
gthc-hcne,,4wtg-vt8c,,0.7729,embedding
gthc-hcne,,k2r4-n9ax,,0.8533,embedding
2xh6-psuq,,tsak-vtv3,,0.7506,embedding
2xh6-psuq,,kmtx-45c9,,0.774,embedding
2xh6-psuq,,h9ws-rfd9,,0.774,embedding
y3hw-z6bm,,iz2q-9x8d,,0.7507,embedding
y3hw-z6bm,,bheb-sjfi,,0.7533,embedding
y3hw-z6bm,,6ctv-n46c,,0.8049,embedding
y3hw-z6bm,,ghu2-eden,,0.7529,embedding
y3hw-z6bm,,mk9u-qu7i,,0.7557,embedding
y3hw-z6bm,,pvvr-75zk,,0.757,embedding
y3hw-z6bm,,wswf-9pts,,0.757,embedding
y3hw-z6bm,,qxzj-vkn2,,0.7516,embedding
y3hw-z6bm,,xip9-pe9k,,0.7802,embedding
y3hw-z6bm,,i5n2-q8ck,,0.7586,embedding
y3hw-z6bm,,axvu-zc97,,0.8259,embedding
y3hw-z6bm,,39qw-754y,,0.7716,embedding
y3hw-z6bm,,cgcg-w2ys,,0.7516,embedding
y3hw-z6bm,,aaqu-mkmi,,0.7638,embedding
smn3-rzf9,,bsin-59hv,,0.7909,embedding
smn3-rzf9,,n6c5-95xh,,0.7917,embedding
smn3-rzf9,,855j-jady,,0.7554,embedding
smn3-rzf9,,5ery-qagt,,0.8409,embedding
smn3-rzf9,,fn4k-qyk2,,0.7583,embedding
smn3-rzf9,,u35m-9t32,,0.7941,embedding
smn3-rzf9,,if26-z6xq,,0.7701,embedding
smn3-rzf9,,2n4x-d97d,,0.7836,embedding
smn3-rzf9,,d4iy-9uh7,,0.8074,embedding
smn3-rzf9,,bdjm-n7q4,,0.7684,embedding
smn3-rzf9,,pd5h-92mc,,0.8068,embedding
smn3-rzf9,,6smc-7mk6,,0.8278,embedding
smn3-rzf9,,tc6u-8rnp,,0.8012,embedding
smn3-rzf9,,vz8c-29aj,,0.7508,embedding
smn3-rzf9,,98b7-th5j,,0.7932,embedding
smn3-rzf9,,kyad-zm4j,,0.7749,embedding
smn3-rzf9,,wzur-rhz9,,0.7765,embedding
smn3-rzf9,,adax-9mit,,0.752,embedding
smn3-rzf9,,dt2z-amuf,,0.7934,embedding
smn3-rzf9,,q5u8-89nv,,0.7632,embedding
smn3-rzf9,,hu6m-9cfi,,0.7521,embedding
smn3-rzf9,,3279-pp7v,,0.7573,embedding
smn3-rzf9,,bquu-z2ht,,0.7691,embedding
smn3-rzf9,,y9b6-624z,,0.815,embedding
smn3-rzf9,,rbed-zzin,,0.7867,embedding
smn3-rzf9,,4kpn-sezh,,0.7657,embedding
smn3-rzf9,,jdn9-td9w,,0.7808,embedding
smn3-rzf9,,ubdi-jgw2,,0.7724,embedding
smn3-rzf9,,37fm-7uaa,,0.8408,embedding
smn3-rzf9,,bvug-v3mm,,0.7857,embedding
smn3-rzf9,,ck4n-5h6x,,0.8326,embedding
smn3-rzf9,,ebkm-iyma,,0.7688,embedding
smn3-rzf9,,esmy-s8q5,,0.7706,embedding
smn3-rzf9,,82zj-84is,,0.8036,embedding
smn3-rzf9,,pdiy-9ae5,,0.7959,embedding
smn3-rzf9,,cr93-x2xf,,0.8083,embedding
smn3-rzf9,,5vi6-xdpy,,0.7569,embedding
smn3-rzf9,,vn4m-mk4t,,0.788,embedding
smn3-rzf9,,pc34-d3sx,,0.7905,embedding
smn3-rzf9,,w8dz-xpjh,,0.8158,embedding
smn3-rzf9,,mu46-p9is,,0.7627,embedding
smn3-rzf9,,a4qt-mpr5,,0.7888,embedding
smn3-rzf9,,kuxa-tauh,,0.7939,embedding
smn3-rzf9,,2bsr-c6qq,,0.7702,embedding
smn3-rzf9,,quxm-hmyr,,0.7964,embedding
smn3-rzf9,,sp4a-vevi,,0.8026,embedding
smn3-rzf9,,ayeb-p4mv,,0.771,embedding
smn3-rzf9,,g9jx-npbk,,0.7841,embedding
smn3-rzf9,,9hxz-c2kj,,0.8315,embedding
smn3-rzf9,,cwy2-px8b,,0.7669,embedding
smn3-rzf9,,dy27-rrad,,0.7946,embedding
smn3-rzf9,,ibs4-k445,,0.7749,embedding
smn3-rzf9,,nk7g-qeep,,0.7784,embedding
smn3-rzf9,,6anw-twe4,,0.7777,embedding
smn3-rzf9,,f264-qcv3,,0.8007,embedding
smn3-rzf9,,bheb-sjfi,,0.828,embedding
smn3-rzf9,,gkgs-za6m,,0.7583,embedding
smn3-rzf9,,bf97-mjsy,,0.7598,embedding
smn3-rzf9,,b4mf-rg6h,,0.7572,embedding
smn3-rzf9,,3r2x-bnmj,,0.7849,embedding
smn3-rzf9,,wycc-5aqt,,0.8207,embedding
smn3-rzf9,,i595-2byq,,0.8097,embedding
smn3-rzf9,,hyur-qpyf,,0.7883,embedding
smn3-rzf9,,56u5-n9sa,,0.7791,embedding
smn3-rzf9,,x4ud-jhxu,,0.7561,embedding
smn3-rzf9,,5694-9szk,,0.8068,embedding
smn3-rzf9,,ghu2-eden,,0.767,embedding
smn3-rzf9,,d83i-6us7,,0.7649,embedding
smn3-rzf9,,592z-n7dk,,0.7625,embedding
smn3-rzf9,,5ziv-wcy4,,0.7506,embedding
smn3-rzf9,,exsg-kpya,,0.7785,embedding
