dataset_id_1,column_name_1,dataset_id_2,column_name_2,score,method
tcwb-nry3,,yqky-aebb,,0.8052,embedding
tcwb-nry3,,6wee-b7wf,,0.7561,embedding
tcwb-nry3,,vmfm-wic2,,0.7542,embedding
tcwb-nry3,,w38c-pyzq,,0.7727,embedding
tcwb-nry3,,855v-w7mc,,0.7531,embedding
tcwb-nry3,,ahcp-vck8,,0.7781,embedding
tcwb-nry3,,w9zq-xm8b,,0.7854,embedding
tcwb-nry3,,brsj-szf5,,0.7932,embedding
tcwb-nry3,,i85y-pwpn,,0.7785,embedding
tcwb-nry3,,wkij-g2bh,,0.7544,embedding
tcwb-nry3,,tpt8-yikk,,0.7781,embedding
tcwb-nry3,,ya22-5bh7,,0.7781,embedding
tcwb-nry3,,fzy4-e84j,,0.7965,embedding
tcwb-nry3,,ns8x-qshd,,0.8257,embedding
tcwb-nry3,,32rn-zwi7,,0.758,embedding
tcwb-nry3,,kx6j-f3vm,,0.7785,embedding
tcwb-nry3,,2td3-mfek,,0.7706,embedding
tcwb-nry3,,eubv-y6cr,,0.7965,embedding
tcwb-nry3,,ew6u-9hb3,,0.7781,embedding
tcwb-nry3,,j9we-9a43,,0.7781,embedding
tcwb-nry3,,mhyv-6iza,,0.7639,embedding
tcwb-nry3,,4rz2-mrsh,,0.7781,embedding
tcwb-nry3,,py32-wyad,,0.7781,embedding
tcwb-nry3,,yhck-bxbs,,0.7781,embedding
tcwb-nry3,,pc3j-jk2d,,0.7981,embedding
tcwb-nry3,,dhcf-pcvf,,0.7981,embedding
tcwb-nry3,,k3sr-iysq,,0.859,embedding
tcwb-nry3,,xvww-awjk,,0.8587,embedding
tcwb-nry3,,snr4-t66y,,0.7552,embedding
tcwb-nry3,,qyv6-5ipu,,0.7569,embedding
tcwb-nry3,,7qsb-ehm7,,0.7557,embedding
tcwb-nry3,,8xru-fryn,,0.8074,embedding
tcwb-nry3,,mc7h-evz7,,0.8234,embedding
tcwb-nry3,,bvus-rxia,,0.7762,embedding
tcwb-nry3,,gxfj-gcr2,,0.7505,embedding
tcwb-nry3,,aaqu-mkmi,,0.8699,embedding
tcwb-nry3,,gtdx-4w36,,0.7518,embedding
tcwb-nry3,,it7p-hbtd,,0.7981,embedding
tcwb-nry3,,g5fd-8j6i,,0.7754,embedding
kwss-yksz,,3we2-bw9s,,0.7695,embedding
kwss-yksz,,inb9-u6nt,,0.7972,embedding
kwss-yksz,,8rjn-kpsh,,0.7886,embedding
kwss-yksz,,fpeh-f7ci,,0.8894,embedding
kwss-yksz,,wyj6-frpa,,0.9566,embedding
kwss-yksz,,3vyj-dkjt,,0.8743,embedding
kwss-yksz,,qjvp-rnsx,,0.8948,embedding
kwss-yksz,,tcj7-bhry,,0.9164,embedding
kwss-yksz,,83z6-smyr,,0.8947,embedding
kwss-yksz,,yqhh-93zq,,0.773,embedding
kwss-yksz,,vnz6-h2k4,,0.8642,embedding
kwss-yksz,,qves-4x9c,,0.7524,embedding
kwss-yksz,,af2s-4k4p,,0.8428,embedding
kwss-yksz,,6njb-jmjq,,0.8256,embedding
kwss-yksz,,x882-mwt5,,0.7509,embedding
kwss-yksz,,dtmw-avzj,,0.8968,embedding
kwss-yksz,,bdha-6eqy,,0.8186,embedding
kwss-yksz,,8532-9v5k,,0.8982,embedding
kwss-yksz,,pvxf-9irb,,0.9051,embedding
kwss-yksz,,k84j-firu,,0.8952,embedding
kwss-yksz,,t5w8-y8xf,,0.7782,embedding
kwss-yksz,,cgcg-w2ys,,0.7722,embedding
kwss-yksz,,yqky-aebb,,0.9055,embedding
kwss-yksz,,6wee-b7wf,,0.8903,embedding
kwss-yksz,,vmfm-wic2,,0.8924,embedding
kwss-yksz,,w38c-pyzq,,0.8969,embedding
kwss-yksz,,vgmz-py3h,,0.7982,embedding
kwss-yksz,,f5zq-eacn,,0.7658,embedding
kwss-yksz,,tmt9-43em,,0.7597,embedding
kwss-yksz,,855v-w7mc,,0.8929,embedding
kwss-yksz,,mmvm-mvi3,,0.7551,embedding
kwss-yksz,,w9zq-xm8b,,0.7546,embedding
kwss-yksz,,brsj-szf5,,0.8054,embedding
kwss-yksz,,is5y-7g3y,,0.8461,embedding
kwss-yksz,,wkij-g2bh,,0.842,embedding
kwss-yksz,,fzy4-e84j,,0.8568,embedding
kwss-yksz,,tzsf-n2j8,,0.8959,embedding
kwss-yksz,,ns8x-qshd,,0.7641,embedding
kwss-yksz,,32rn-zwi7,,0.8875,embedding
kwss-yksz,,2td3-mfek,,0.9085,embedding
kwss-yksz,,5mv6-f76y,,0.7903,embedding
kwss-yksz,,eubv-y6cr,,0.8047,embedding
kwss-yksz,,2t89-756w,,0.7592,embedding
kwss-yksz,,mhyv-6iza,,0.8753,embedding
kwss-yksz,,k3sr-iysq,,0.8482,embedding
kwss-yksz,,xvww-awjk,,0.8514,embedding
kwss-yksz,,gq2c-wem9,,0.7503,embedding
kwss-yksz,,8xru-fryn,,0.8244,embedding
kwss-yksz,,mc7h-evz7,,0.8141,embedding
kwss-yksz,,gxfj-gcr2,,0.8881,embedding
kwss-yksz,,7wa7-cvt5,,0.8936,embedding
kwss-yksz,,aaqu-mkmi,,0.8305,embedding
kwss-yksz,,gtdx-4w36,,0.7954,embedding
kwss-yksz,,xpi5-cr5b,,0.812,embedding
kwss-yksz,,wn4z-dw55,,0.9065,embedding
kwss-yksz,,kb2e-tjy3,,0.8438,embedding
kwss-yksz,,g5fd-8j6i,,0.7855,embedding
kwss-yksz,,ejux-uh6h,,0.7768,embedding
kwss-yksz,,tm9k-c4na,,0.8917,embedding
kwss-yksz,,n47m-7kn5,,0.7779,embedding
kwss-yksz,,pxkn-awzt,,0.7938,embedding
kwss-yksz,,9cgq-8a58,,0.7753,embedding
g6b7-t4s8,,gxnb-ej7b,,0.9654,embedding
g6b7-t4s8,,43qn-d6r8,,0.9324,embedding
g6b7-t4s8,,7ynj-zrfs,,0.9436,embedding
g6b7-t4s8,,je36-bj3z,,0.9439,embedding
g6b7-t4s8,,pvwn-aqw2,,0.9326,embedding
g6b7-t4s8,,bzs3-dh33,,0.9471,embedding
g6b7-t4s8,,8as3-nzhd,,0.9804,embedding
g6b7-t4s8,,n2rw-tynt,,0.9326,embedding
g6b7-t4s8,,cpqj-5zux,,0.9691,embedding
g6b7-t4s8,,r354-7m36,,0.9326,embedding
g6b7-t4s8,,8gg9-r4mt,,0.9286,embedding
g6b7-t4s8,,h28n-r45y,,0.9654,embedding
g6b7-t4s8,,pknx-dgka,,0.9286,embedding
g6b7-t4s8,,yf4t-7qtx,,0.9664,embedding
g6b7-t4s8,,i6xf-7bqx,,0.9436,embedding
g6b7-t4s8,,dcpj-gxjy,,0.9439,embedding
g6b7-t4s8,,jkyj-m87c,,0.9436,embedding
g6b7-t4s8,,9nyh-gsuu,,0.9664,embedding
g6b7-t4s8,,pkhy-wwga,,0.9691,embedding
g6b7-t4s8,,2ic6-4hrf,,0.9286,embedding
g6b7-t4s8,,puec-8mer,,0.9216,embedding
g6b7-t4s8,,4wgu-f3yf,,0.9326,embedding
g6b7-t4s8,,i3ez-z58g,,0.9664,embedding
g6b7-t4s8,,wtqm-fd2z,,0.9804,embedding
g6b7-t4s8,,twu4-tp2g,,0.9326,embedding
g6b7-t4s8,,9ksk-35jf,,0.9151,embedding
g6b7-t4s8,,dp2s-vccd,,0.9436,embedding
g6b7-t4s8,,2zdm-jpub,,0.9654,embedding
g6b7-t4s8,,ezaf-3uhs,,0.8958,embedding
g6b7-t4s8,,am74-3pnv,,0.9497,embedding
g6b7-t4s8,,utu8-j8sk,,0.9286,embedding
g6b7-t4s8,,4jus-39vu,,0.9691,embedding
g6b7-t4s8,,gsjx-zx9n,,0.9471,embedding
g6b7-t4s8,,47g8-ngxw,,0.9286,embedding
g6b7-t4s8,,esep-hmvs,,0.9471,embedding
g6b7-t4s8,,sas9-vd86,,0.9206,embedding
g6b7-t4s8,,r4dz-wduq,,0.9439,embedding
g6b7-t4s8,,vn74-s6rt,,1.0,embedding
g6b7-t4s8,,4edb-7rb7,,0.9286,embedding
g6b7-t4s8,,nhq5-jx6b,,0.9324,embedding
g6b7-t4s8,,35qr-3ykq,,0.9324,embedding
g6b7-t4s8,,d4cb-8mwj,,0.9497,embedding
g6b7-t4s8,,3c9q-94ad,,0.9664,embedding
g6b7-t4s8,,uqgd-pt5w,,1.0,embedding
g6b7-t4s8,,ehji-3xy2,,0.9471,embedding
g6b7-t4s8,,mi4r-ama5,,0.9326,embedding
g6b7-t4s8,,sfvr-tcdy,,0.9471,embedding
g6b7-t4s8,,by8q-dp62,,0.9804,embedding
g6b7-t4s8,,gxt2-i5qe,,0.9664,embedding
g6b7-t4s8,,kr87-pum9,,0.9691,embedding
g6b7-t4s8,,95ii-vcsx,,0.9439,embedding
g6b7-t4s8,,tiwv-ukz3,,0.9206,embedding
g6b7-t4s8,,npwk-bcm6,,0.7906,embedding
g6b7-t4s8,,7yda-ws2j,,1.0,embedding
g6b7-t4s8,,ptkq-bbd4,,0.9804,embedding
g6b7-t4s8,,fzwc-6vqf,,0.9664,embedding
g6b7-t4s8,,9igb-ny64,,0.9324,embedding
g6b7-t4s8,,xkuq-9uzf,,0.9436,embedding
g6b7-t4s8,,x7pf-vzed,,0.9654,embedding
g6b7-t4s8,,engv-gkbr,,0.9654,embedding
g6b7-t4s8,,k7ur-6x2q,,0.9497,embedding
g6b7-t4s8,,cfuy-6eha,,0.8965,embedding
g6b7-t4s8,,nbpb-zygj,,0.8887,embedding
q7f5-jwds,,95u9-kyyu,,0.8885,embedding
q7f5-jwds,,5mxw-kxpt,,0.8463,embedding
q7f5-jwds,,avh4-h5hx,,0.9311,embedding
q7f5-jwds,,rbwa-m4iy,,0.77,embedding
q7f5-jwds,,efdc-dxuz,,0.8302,embedding
g4tm-nibn,,fiag-ac7u,,0.9098,embedding
wnhn-bgpv,,cg6g-43bj,,0.7518,embedding
wnhn-bgpv,,6dic-zdhf,,0.7663,embedding
wnhn-bgpv,,qj7d-vb9s,,0.9785,embedding
wnhn-bgpv,,mfxb-aygx,,0.8584,embedding
wnhn-bgpv,,r9cu-9r7b,,0.7523,embedding
wnhn-bgpv,,b7j8-z8a7,,0.7502,embedding
wnhn-bgpv,,bztk-4g6r,,0.9675,embedding
3we2-bw9s,,8rjn-kpsh,,0.8453,embedding
3we2-bw9s,,bbqn-x8xv,,0.7527,embedding
3we2-bw9s,,wyj6-frpa,,0.7594,embedding
3we2-bw9s,,tcj7-bhry,,0.799,embedding
3we2-bw9s,,6njb-jmjq,,0.7603,embedding
3we2-bw9s,,bdha-6eqy,,0.7562,embedding
3we2-bw9s,,8532-9v5k,,0.7828,embedding
3we2-bw9s,,pvxf-9irb,,0.7605,embedding
3we2-bw9s,,yqky-aebb,,0.7738,embedding
3we2-bw9s,,855v-w7mc,,0.7771,embedding
3we2-bw9s,,w9zq-xm8b,,0.762,embedding
3we2-bw9s,,wkij-g2bh,,0.7559,embedding
3we2-bw9s,,tzsf-n2j8,,0.7701,embedding
3we2-bw9s,,2td3-mfek,,0.7621,embedding
3we2-bw9s,,3q66-h7aj,,0.7527,embedding
3we2-bw9s,,5mv6-f76y,,0.7502,embedding
3we2-bw9s,,j4y5-w7iq,,0.7563,embedding
3we2-bw9s,,sgpi-7kic,,0.7527,embedding
3we2-bw9s,,gq2c-wem9,,0.7637,embedding
3we2-bw9s,,8xru-fryn,,0.8043,embedding
3we2-bw9s,,bvus-rxia,,0.7537,embedding
3we2-bw9s,,7wa7-cvt5,,0.7629,embedding
3we2-bw9s,,gtdx-4w36,,0.7977,embedding
3we2-bw9s,,xpi5-cr5b,,0.764,embedding
3we2-bw9s,,wn4z-dw55,,0.7918,embedding
3we2-bw9s,,tm9k-c4na,,0.7631,embedding
3we2-bw9s,,n47m-7kn5,,0.8135,embedding
gahm-hu5h,,cwg5-cqkm,,0.9669,embedding
gahm-hu5h,,9sfa-4geq,,0.9722,embedding
gahm-hu5h,,97iw-vtbx,,0.9722,embedding
gahm-hu5h,,bawj-6bgn,,0.9441,embedding
cwg5-cqkm,,9sfa-4geq,,0.9665,embedding
cwg5-cqkm,,97iw-vtbx,,0.9665,embedding
cwg5-cqkm,,bawj-6bgn,,0.8983,embedding
hukm-2fri,,b9a3-rexv,,0.9237,embedding
inb9-u6nt,,fpeh-f7ci,,0.761,embedding
inb9-u6nt,,wyj6-frpa,,0.8047,embedding
inb9-u6nt,,3vyj-dkjt,,0.7902,embedding
inb9-u6nt,,qjvp-rnsx,,0.7868,embedding
inb9-u6nt,,tcj7-bhry,,0.8068,embedding
inb9-u6nt,,83z6-smyr,,0.7817,embedding
inb9-u6nt,,af2s-4k4p,,0.7661,embedding
inb9-u6nt,,dtmw-avzj,,0.7916,embedding
inb9-u6nt,,8532-9v5k,,0.7938,embedding
inb9-u6nt,,pvxf-9irb,,0.8117,embedding
inb9-u6nt,,k84j-firu,,0.7875,embedding
inb9-u6nt,,yqky-aebb,,0.8236,embedding
inb9-u6nt,,6wee-b7wf,,0.777,embedding
inb9-u6nt,,vmfm-wic2,,0.7908,embedding
inb9-u6nt,,w38c-pyzq,,0.7777,embedding
inb9-u6nt,,855v-w7mc,,0.8469,embedding
inb9-u6nt,,fzy4-e84j,,0.8,embedding
inb9-u6nt,,tzsf-n2j8,,0.8128,embedding
inb9-u6nt,,32rn-zwi7,,0.796,embedding
inb9-u6nt,,2td3-mfek,,0.7955,embedding
inb9-u6nt,,mhyv-6iza,,0.7903,embedding
inb9-u6nt,,xvww-awjk,,0.7585,embedding
inb9-u6nt,,gq2c-wem9,,0.7832,embedding
inb9-u6nt,,8xru-fryn,,0.7644,embedding
inb9-u6nt,,gxfj-gcr2,,0.8106,embedding
inb9-u6nt,,7wa7-cvt5,,0.8113,embedding
inb9-u6nt,,wn4z-dw55,,0.8558,embedding
inb9-u6nt,,tm9k-c4na,,0.8268,embedding
gxnb-ej7b,,43qn-d6r8,,0.9372,embedding
gxnb-ej7b,,7ynj-zrfs,,0.9785,embedding
gxnb-ej7b,,je36-bj3z,,0.959,embedding
gxnb-ej7b,,pvwn-aqw2,,0.9227,embedding
gxnb-ej7b,,bzs3-dh33,,0.9531,embedding
gxnb-ej7b,,8as3-nzhd,,0.9563,embedding
gxnb-ej7b,,n2rw-tynt,,0.9227,embedding
gxnb-ej7b,,cpqj-5zux,,0.97,embedding
gxnb-ej7b,,r354-7m36,,0.9227,embedding
gxnb-ej7b,,8gg9-r4mt,,0.9467,embedding
gxnb-ej7b,,h28n-r45y,,1.0,embedding
gxnb-ej7b,,pknx-dgka,,0.9467,embedding
gxnb-ej7b,,yf4t-7qtx,,0.9284,embedding
gxnb-ej7b,,i6xf-7bqx,,0.9785,embedding
gxnb-ej7b,,dcpj-gxjy,,0.959,embedding
gxnb-ej7b,,jkyj-m87c,,0.9785,embedding
gxnb-ej7b,,9nyh-gsuu,,0.9284,embedding
gxnb-ej7b,,pkhy-wwga,,0.97,embedding
gxnb-ej7b,,2ic6-4hrf,,0.9467,embedding
gxnb-ej7b,,puec-8mer,,0.9222,embedding
gxnb-ej7b,,4wgu-f3yf,,0.9227,embedding
gxnb-ej7b,,i3ez-z58g,,0.9284,embedding
gxnb-ej7b,,wtqm-fd2z,,0.9563,embedding
gxnb-ej7b,,twu4-tp2g,,0.9227,embedding
gxnb-ej7b,,9ksk-35jf,,0.8748,embedding
gxnb-ej7b,,dp2s-vccd,,0.9785,embedding
gxnb-ej7b,,2zdm-jpub,,1.0,embedding
gxnb-ej7b,,ezaf-3uhs,,0.8864,embedding
gxnb-ej7b,,am74-3pnv,,0.9004,embedding
gxnb-ej7b,,utu8-j8sk,,0.9467,embedding
gxnb-ej7b,,4jus-39vu,,0.97,embedding
gxnb-ej7b,,gsjx-zx9n,,0.9531,embedding
gxnb-ej7b,,47g8-ngxw,,0.9467,embedding
gxnb-ej7b,,esep-hmvs,,0.9531,embedding
gxnb-ej7b,,sas9-vd86,,0.9006,embedding
gxnb-ej7b,,r4dz-wduq,,0.959,embedding
gxnb-ej7b,,vn74-s6rt,,0.9654,embedding
gxnb-ej7b,,4edb-7rb7,,0.9467,embedding
gxnb-ej7b,,nhq5-jx6b,,0.9372,embedding
gxnb-ej7b,,35qr-3ykq,,0.9372,embedding
gxnb-ej7b,,d4cb-8mwj,,0.9004,embedding
gxnb-ej7b,,3c9q-94ad,,0.9284,embedding
gxnb-ej7b,,uqgd-pt5w,,0.9654,embedding
gxnb-ej7b,,ehji-3xy2,,0.9531,embedding
gxnb-ej7b,,mi4r-ama5,,0.9227,embedding
gxnb-ej7b,,sfvr-tcdy,,0.9531,embedding
gxnb-ej7b,,by8q-dp62,,0.9563,embedding
gxnb-ej7b,,gxt2-i5qe,,0.9284,embedding
gxnb-ej7b,,kr87-pum9,,0.97,embedding
gxnb-ej7b,,95ii-vcsx,,0.959,embedding
gxnb-ej7b,,tiwv-ukz3,,0.9006,embedding
gxnb-ej7b,,7yda-ws2j,,0.9654,embedding
gxnb-ej7b,,ptkq-bbd4,,0.9563,embedding
gxnb-ej7b,,fzwc-6vqf,,0.9284,embedding
gxnb-ej7b,,9igb-ny64,,0.9372,embedding
gxnb-ej7b,,xkuq-9uzf,,0.9785,embedding
gxnb-ej7b,,x7pf-vzed,,1.0,embedding
gxnb-ej7b,,engv-gkbr,,1.0,embedding
gxnb-ej7b,,k7ur-6x2q,,0.9004,embedding
gxnb-ej7b,,cfuy-6eha,,0.8462,embedding
gxnb-ej7b,,nbpb-zygj,,0.8684,embedding
c3kh-heyp,,cvys-e4b6,,0.873,embedding
rmsj-k8gu,,shus-qn78,,1.0,embedding
rmsj-k8gu,,6uh5-5j7x,,1.0,embedding
rmsj-k8gu,,3qwy-zqtv,,1.0,embedding
5atx-ibtu,,vrar-mb2u,,1.0,embedding
9sfa-4geq,,97iw-vtbx,,1.0,embedding
9sfa-4geq,,bawj-6bgn,,0.9083,embedding
36qa-cicj,,yqhh-93zq,,0.7523,embedding
36qa-cicj,,cgcg-w2ys,,0.7552,embedding
36qa-cicj,,aaqu-mkmi,,0.7561,embedding
p2vv-pesb,,f9a8-4jby,,0.7839,embedding
p2vv-pesb,,nntm-ht5m,,0.7887,embedding
p2vv-pesb,,k3sr-iysq,,0.7501,embedding
p2vv-pesb,,aaqu-mkmi,,0.7511,embedding
8ecp-kw89,,v55h-aeac,,0.8793,embedding
8ecp-kw89,,fb6n-h22r,,1.0,embedding
8ecp-kw89,,tmr6-dfvn,,0.8303,embedding
8ecp-kw89,,w9if-3pyn,,1.0,embedding
8ecp-kw89,,52b4-grs5,,1.0,embedding
8ecp-kw89,,hdpu-mku8,,1.0,embedding
8ecp-kw89,,jtus-srrj,,0.8171,embedding
8ecp-kw89,,5e7x-8jy6,,0.8303,embedding
8ecp-kw89,,pchn-eaxn,,1.0,embedding
8ecp-kw89,,ywiv-5gyw,,0.8793,embedding
8ecp-kw89,,xijd-ubiu,,0.8866,embedding
43qn-d6r8,,7ynj-zrfs,,0.9178,embedding
43qn-d6r8,,je36-bj3z,,0.9591,embedding
43qn-d6r8,,pvwn-aqw2,,0.9478,embedding
43qn-d6r8,,bzs3-dh33,,0.9253,embedding
43qn-d6r8,,8as3-nzhd,,0.9206,embedding
43qn-d6r8,,n2rw-tynt,,0.9478,embedding
43qn-d6r8,,cpqj-5zux,,0.9459,embedding
43qn-d6r8,,r354-7m36,,0.9478,embedding
43qn-d6r8,,8gg9-r4mt,,0.9004,embedding
43qn-d6r8,,h28n-r45y,,0.9372,embedding
43qn-d6r8,,pknx-dgka,,0.9004,embedding
43qn-d6r8,,yf4t-7qtx,,0.948,embedding
43qn-d6r8,,i6xf-7bqx,,0.9178,embedding
43qn-d6r8,,dcpj-gxjy,,0.9591,embedding
43qn-d6r8,,jkyj-m87c,,0.9178,embedding
43qn-d6r8,,9nyh-gsuu,,0.948,embedding
43qn-d6r8,,pkhy-wwga,,0.9459,embedding
43qn-d6r8,,2ic6-4hrf,,0.9004,embedding
43qn-d6r8,,puec-8mer,,0.9565,embedding
43qn-d6r8,,4wgu-f3yf,,0.9478,embedding
43qn-d6r8,,i3ez-z58g,,0.948,embedding
43qn-d6r8,,wtqm-fd2z,,0.9206,embedding
43qn-d6r8,,twu4-tp2g,,0.9478,embedding
43qn-d6r8,,9ksk-35jf,,0.9263,embedding
43qn-d6r8,,dp2s-vccd,,0.9178,embedding
43qn-d6r8,,2zdm-jpub,,0.9372,embedding
43qn-d6r8,,ezaf-3uhs,,0.963,embedding
43qn-d6r8,,am74-3pnv,,0.9785,embedding
43qn-d6r8,,utu8-j8sk,,0.9004,embedding
43qn-d6r8,,4jus-39vu,,0.9459,embedding
43qn-d6r8,,gsjx-zx9n,,0.9253,embedding
43qn-d6r8,,47g8-ngxw,,0.9004,embedding
43qn-d6r8,,esep-hmvs,,0.9253,embedding
43qn-d6r8,,sas9-vd86,,0.9825,embedding
43qn-d6r8,,r4dz-wduq,,0.9591,embedding
43qn-d6r8,,a2gn-nyzs,,0.7846,embedding
43qn-d6r8,,vn74-s6rt,,0.9324,embedding
43qn-d6r8,,4edb-7rb7,,0.9004,embedding
43qn-d6r8,,nhq5-jx6b,,1.0,embedding
43qn-d6r8,,35qr-3ykq,,1.0,embedding
43qn-d6r8,,d4cb-8mwj,,0.9785,embedding
43qn-d6r8,,3c9q-94ad,,0.948,embedding
43qn-d6r8,,uqgd-pt5w,,0.9324,embedding
43qn-d6r8,,ehji-3xy2,,0.9253,embedding
43qn-d6r8,,mi4r-ama5,,0.9478,embedding
43qn-d6r8,,sfvr-tcdy,,0.9253,embedding
43qn-d6r8,,by8q-dp62,,0.9206,embedding
43qn-d6r8,,gxt2-i5qe,,0.948,embedding
43qn-d6r8,,kr87-pum9,,0.9459,embedding
43qn-d6r8,,95ii-vcsx,,0.9591,embedding
43qn-d6r8,,tiwv-ukz3,,0.9825,embedding
43qn-d6r8,,npwk-bcm6,,0.8067,embedding
43qn-d6r8,,7yda-ws2j,,0.9324,embedding
43qn-d6r8,,ptkq-bbd4,,0.9206,embedding
43qn-d6r8,,fzwc-6vqf,,0.948,embedding
43qn-d6r8,,9igb-ny64,,1.0,embedding
43qn-d6r8,,xkuq-9uzf,,0.9178,embedding
43qn-d6r8,,x7pf-vzed,,0.9372,embedding
43qn-d6r8,,engv-gkbr,,0.9372,embedding
43qn-d6r8,,k7ur-6x2q,,0.9785,embedding
43qn-d6r8,,cfuy-6eha,,0.9191,embedding
43qn-d6r8,,nbpb-zygj,,0.8922,embedding
smui-k6ms,,s57c-tzcg,,0.9399,embedding
97iw-vtbx,,bawj-6bgn,,0.9083,embedding
jr73-mxkz,,vtjm-ngnu,,0.7815,embedding
jr73-mxkz,,cg6g-43bj,,0.8948,embedding
jr73-mxkz,,bbqn-x8xv,,0.8095,embedding
jr73-mxkz,,2qqs-crk2,,0.7955,embedding
jr73-mxkz,,68m2-uzcb,,0.8076,embedding
jr73-mxkz,,cj2p-e3ej,,0.7667,embedding
jr73-mxkz,,bqye-aqft,,0.8943,embedding
jr73-mxkz,,6dic-zdhf,,0.8924,embedding
jr73-mxkz,,cgn7-aehz,,0.8785,embedding
jr73-mxkz,,6njb-jmjq,,0.7726,embedding
jr73-mxkz,,qj7d-vb9s,,0.786,embedding
jr73-mxkz,,83yx-cgpy,,0.7981,embedding
jr73-mxkz,,r9cu-9r7b,,0.844,embedding
jr73-mxkz,,ees7-4ufv,,0.8006,embedding
jr73-mxkz,,ue2e-9jm2,,0.7866,embedding
jr73-mxkz,,6hbv-tek4,,0.786,embedding
jr73-mxkz,,b7j8-z8a7,,0.8499,embedding
jr73-mxkz,,bztk-4g6r,,0.7709,embedding
jr73-mxkz,,mi5z-t7dx,,0.7796,embedding
jr73-mxkz,,p9cw-7gsv,,0.7866,embedding
jr73-mxkz,,6uj9-35vn,,0.7866,embedding
jr73-mxkz,,xzng-ft6f,,0.8059,embedding
jr73-mxkz,,5yfv-9hkp,,0.8227,embedding
jr73-mxkz,,8knb-zsb6,,0.7564,embedding
jr73-mxkz,,brsj-szf5,,0.7672,embedding
jr73-mxkz,,dwer-xbgx,,0.7866,embedding
jr73-mxkz,,eymt-yinc,,0.9066,embedding
jr73-mxkz,,36nr-7fbp,,0.7673,embedding
jr73-mxkz,,92m5-3pwp,,0.794,embedding
jr73-mxkz,,nymm-wb5m,,0.8227,embedding
jr73-mxkz,,qzji-nvbd,,0.7969,embedding
jr73-mxkz,,bug9-xeqp,,0.7924,embedding
jr73-mxkz,,3q66-h7aj,,0.8095,embedding
jr73-mxkz,,sif6-3bej,,0.7709,embedding
jr73-mxkz,,sidw-jf8y,,0.7593,embedding
jr73-mxkz,,j4y5-w7iq,,0.7682,embedding
jr73-mxkz,,6ztr-wgff,,0.7728,embedding
jr73-mxkz,,sgpi-7kic,,0.8095,embedding
jr73-mxkz,,e9rz-c67w,,0.8185,embedding
jr73-mxkz,,snr4-t66y,,0.7958,embedding
jr73-mxkz,,n2h8-q6ag,,0.8073,embedding
jr73-mxkz,,35e4-miqd,,0.8215,embedding
jr73-mxkz,,4294-fz9s,,0.8363,embedding
jr73-mxkz,,y4qz-3s3n,,0.8339,embedding
jr73-mxkz,,8xru-fryn,,0.7853,embedding
jr73-mxkz,,mc7h-evz7,,0.7988,embedding
jr73-mxkz,,bvus-rxia,,0.763,embedding
jr73-mxkz,,yjgu-spfb,,0.8018,embedding
jr73-mxkz,,aaqu-mkmi,,0.7653,embedding
jr73-mxkz,,qssd-iewi,,0.7796,embedding
jr73-mxkz,,bhci-bpwh,,0.7632,embedding
jr73-mxkz,,g5fd-8j6i,,0.7663,embedding
jr73-mxkz,,4wtg-vt8c,,0.837,embedding
jr73-mxkz,,k2r4-n9ax,,0.8152,embedding
jr73-mxkz,,45at-qem6,,0.7584,embedding
jr73-mxkz,,dtwr-83s9,,0.7575,embedding
v55h-aeac,,fb6n-h22r,,0.8793,embedding
v55h-aeac,,tmr6-dfvn,,0.8974,embedding
v55h-aeac,,w9if-3pyn,,0.8793,embedding
v55h-aeac,,52b4-grs5,,0.8793,embedding
v55h-aeac,,hdpu-mku8,,0.8793,embedding
v55h-aeac,,jtus-srrj,,0.8868,embedding
v55h-aeac,,5e7x-8jy6,,0.8974,embedding
v55h-aeac,,pchn-eaxn,,0.8793,embedding
v55h-aeac,,ywiv-5gyw,,1.0,embedding
v55h-aeac,,xijd-ubiu,,0.9708,embedding
v55h-aeac,,g52i-ijbe,,0.8089,embedding
v55h-aeac,,dh83-nwj8,,0.7977,embedding
v55h-aeac,,nenq-ccpd,,0.7977,embedding
v55h-aeac,,ms9y-qe37,,0.8089,embedding
bd8j-m46a,,8sea-35e7,,0.7721,embedding
8rjn-kpsh,,vtjm-ngnu,,0.7713,embedding
8rjn-kpsh,,wyj6-frpa,,0.7922,embedding
8rjn-kpsh,,n7f2-dyvt,,0.7654,embedding
8rjn-kpsh,,tcj7-bhry,,0.7827,embedding
8rjn-kpsh,,76hw-72td,,0.7526,embedding
8rjn-kpsh,,6njb-jmjq,,0.7734,embedding
8rjn-kpsh,,8532-9v5k,,0.7694,embedding
8rjn-kpsh,,2ji4-fd5z,,0.7542,embedding
8rjn-kpsh,,sm2x-35i7,,0.8034,embedding
8rjn-kpsh,,pvxf-9irb,,0.7562,embedding
8rjn-kpsh,,mdmw-kuen,,0.7964,embedding
8rjn-kpsh,,yqky-aebb,,0.759,embedding
8rjn-kpsh,,tmt9-43em,,0.784,embedding
8rjn-kpsh,,ahcp-vck8,,0.7526,embedding
8rjn-kpsh,,w9zq-xm8b,,0.7915,embedding
8rjn-kpsh,,8knb-zsb6,,0.7625,embedding
8rjn-kpsh,,brsj-szf5,,0.7625,embedding
8rjn-kpsh,,i85y-pwpn,,0.7542,embedding
